period_date,reporting_year,period_end,region_code,region_name,beds_available_total,ga_available,beds_occupied_total,ga_occupied,beds_occupancy_rate,ga_occupancy_rate,ae_type_1_attendances,ae_type_2_attendances,ae_type_3_attendances,ae_total_attendances,emergency_admissions_via_type_1_ae,emergency_admissions_via_type_2_ae,emergency_admissions_via_type_3_4_ae,emergency_admissions_via_ae,other_emergency_admissions,total_emergency_admissions,dta_waits_over_4h,dta_waits_over_12h,operational_standard,admission_rate_via_ae,dta_12h_wait_rate,capacity_pressure_score,risk_band
2025-12-01,2025-26,December,ENG,ENGLAND,129905.3586956522,103824.2391304348,115982.52173913042,94968.95652173918,0.892823228415536,0.914708909182848,1438921.0,47522.0,840572.0,2327015.0,399046.0,1312.0,5020.0,405378.0,136817.0,542195.0,137763.0,50775.0,,0.1742051512345215,0.1252534671343783,64.8,elevated
