period_date,reporting_year,period_end,region_code,region_name,beds_available_total,ga_available,beds_occupied_total,ga_occupied,beds_occupancy_rate,ga_occupancy_rate
2025-12-01,2025-26,December,Y61,EAST OF ENGLAND,14459.608695652174,11881.58695652174,12909.978260869568,10857.130434782608,0.8928304031319629,0.9137778037994484
2025-12-01,2025-26,December,ENG,ENGLAND,129905.3586956522,103824.2391304348,115982.52173913042,94968.95652173918,0.892823228415536,0.914708909182848
2025-12-01,2025-26,December,Y56,LONDON,20694.59782608696,15654.271739130436,18519.293478260868,14254.282608695648,0.8948854011995357,0.9105682363405457
2025-12-01,2025-26,December,Y60,MIDLANDS,23709.663043478256,18986.978260869564,21227.70652173913,17420.010869565216,0.8953187771083979,0.9174714707219249
2025-12-01,2025-26,December,Y63,NORTH EAST AND YORKSHIRE,21976.021739130436,17732.38043478261,19353.14130434783,16057.130434782606,0.8806480778951765,0.9055259384851708
2025-12-01,2025-26,December,Y62,NORTH WEST,19407.760869565216,15189.076086956524,17243.09782608696,13838.0,0.8884640501278626,0.9110494885125536
2025-12-01,2025-26,December,Y59,SOUTH EAST,17585.663043478264,14290.304347826084,15673.934782608696,13068.369565217392,0.8912905213671461,0.9144920392969391
2025-12-01,2025-26,December,Y58,SOUTH WEST,12072.043478260872,10089.641304347828,11055.36956521739,9474.032608695652,0.9157827823537672,0.93898606728597
